instr_pages.thisRepN,instr_pages.thisTrialN,instr_pages.thisN,instr_pages.thisIndex,thisRow.t,notes,setup.started,setup.stopped,instructions.started,instructions_text.started,instructions.stopped,instructions_key.keys,instructions_key.rt,instructions_key.duration,participant,run,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,0.6032974000008835,,0.5531085000002349,0.553948799999489,0.5551945999977761,0.6032974000008835,1.6737154000002192,space,1.0566942999976163,None,pilot01,1,2026-01-02_18h26.48.994,auditory_semantic_1back_pilot,2023.2.3,60.10923049266753,2026-01-02 18h27.08.020764 +0100,
,,,,1.7371738000001642,,,,1.6746413000000757,1.7371738000001642,,,,,,,,,,,,
