instr_pages.thisRepN,instr_pages.thisTrialN,instr_pages.thisN,instr_pages.thisIndex,thisRow.t,notes,setup.started,setup.stopped,instructions.started,instructions_text.started,instructions.stopped,instructions_key.keys,instructions_key.rt,instructions_key.duration,participant,run,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,0.8823757999998634,,0.8158179999991262,0.81662100000176,0.8177591000021494,0.8823757999998634,3.5551564000015787,space,2.656168899997283,None,pilot01,1,2026-01-02_18h24.17.436,auditory_semantic_1back_pilot,2023.2.3,60.055912054261285,2026-01-02 18h24.23.506646 +0100,
,,,,3.6332011000013154,,,,3.5565800000003946,3.6332011000013154,,,,,,,,,,,,
