thisRow.t,notes,setup.started,setup.stopped,instructions.started,instructions_text.started,instructions.stopped,instructions_key.keys,instructions_key.rt,instructions_key.duration,wait_for_trigger.started,trigger_key.started,participant,run,date,expName,psychopyVersion,frameRate,expStart,
,,0.5981153000011545,0.5989900000004127,0.5990320000000793,0.6471400000009453,19.52093490000152,space,18.864085299999715,None,,,pilot01,1,2026-01-02_18h05.10.787,auditory_semantic_1back_pilot,2023.2.3,59.895159513074795,2026-01-02 18h05.18.946195 +0100,
,,,,,,,,,,19.52101330000005,19.532887900000787,,,,,,,,
